"ID","Title","Assigned To","Case ID","Comment","Cucumber feature","Defects","Elapsed","Estimate","In Progress","Is this test automatable?","Nightwatch feature","Number of Features (Complexity)","Owner","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Status","Summary","Tags","Tested By","Tested On","Version"
"T4470543","Smart View related entities to entity has expected info","","C4892780","Error: Wait for ""vmnic3"" related entity. - Expected ""found"" but got: ""not found""","","ZING-1505","47s","","","Y","related-entities.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1039","Smart View","","R15068","Related Entities","1","","Draft","Failed","Feature: Related entity on Smart View
The user can see related entity for Anchor Card

Smart View related entities to entity has expected info","","Automation User","3/29/2019 6:11 PM",""
"T4470544","Smart View reanchors to a related entity","","C4901733","Error: Wait for ""vmnic3"" related entity. - Expected ""found"" but got: ""not found""","","ZING-1505","46s","","","Y","related-entities.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1041","Smart View","","R15068","Related Entities","1","","Draft","Failed","Feature: Related entity on Smart View
The user can see related entity for Anchor Card

Smart View reanchors to a related entity","","Automation User","3/29/2019 6:11 PM",""
"T4505585","SmartView entities reflect the data from the Device (SSH Linux Device)","","C5893905","Error: Failed [equal]: (The following 'NETWORK ADAPTER 1' related entities were not found in 'SE-CLUSTER,VXCHNGE SE,SE1-ARCHIVE,ATX-90-SE-HOST-04.ZENOSS.LOC,PRODUCTION,VMNIC0 (ATX-90-SE-HOST-04.ZENOSS.LOC),VMNIC1 (ATX-90-SE-HOST-04.ZENOSS.LOC),VMNIC2 (ATX-90-SE-HOST-04.ZENOSS.LOC),VMNIC3 (ATX-90-SE-HOST-04.ZENOSS.LOC),RESOURCES,SE-TARGET-APACHE-02,,VCENTER-88.ZENOSS.LOC' CZ dependencies) - Expected ""0"" but got: ""1""","","ZING-1505, ZING-2467","19s","","","Y","related-entities.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-2398","Smart View","","R15068","Related Entities","1","","Draft","Failed","This TC aims to verify that the Related Entities on a Device actually reflect the entities of a device","","Automation User","3/29/2019 6:12 PM",""
"T4506507","SmartView entities reflect the data from the Device (Windows Device)","","C5912820","Error: Wait for entity 'test-win2008-ad.zenoss.lab'. - Expected ""visible"" but got: ""not found""","","ZING-1505, ZING-2467","43s","","","Y","related-entities.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-2409","Smart View","","R15068","Related Entities","1","","Draft","Failed","This TC aims to verify that the Related Entities on a Device actually reflect the entities of a device - Windows Server

","","Automation User","3/29/2019 6:12 PM",""
"T4506657","SmartView entities reflect the data from the Device (UCS-C-SERIES Device)","","C5912837","","","","22s","","","Y","related-entities.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-2418","Smart View","","R15068","Related Entities","1","","Draft","Passed","This TC aims to verify that the Related Entities on a Device actually reflect the entities of a device - UCS-C-SERIES

","","Automation User","3/29/2019 6:13 PM",""
"T4470522","Anchor card shows the entity types","","C4614465","","","","35s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Anchor card shows the entity types","","Automation User","3/29/2019 5:58 PM",""
"T4479067","Smart View anchor metrics can be promoted to big graph","","C4614466","","","","8s","","","Y","anchor-card.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1038","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Smart View anchor metrics can be promoted to big graph","","Automation User","3/29/2019 5:58 PM",""
"T4479072","Smart View anchor for an entity has expected info","","C4891404","Error: Wait for entity 'testrail.zenoss.loc'. - Expected ""visible"" but got: ""not found""","","ZING-2655","44s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1036","Smart View","","R15068","Anchor Entity","1","","Draft","Failed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Smart View anchor for an entity has expected info","","Automation User","3/29/2019 5:59 PM",""
"T4470524","Verify that the collection zone link in the entity's Information modal takes you to the correct place","","C4227666","","","","31s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1702","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Verify that the collection zone link in the entity's Information modal takes you to the correct place","","Automation User","3/29/2019 5:59 PM",""
"T4470526","Verify that the device link in the entity's Information modal takes you to the correct place","","C4227667","","","","15s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1703","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Verify that the device link in the entity's Information modal takes you to the correct place","","Automation User","3/29/2019 5:59 PM",""
"T4479091","Set different primary charts","","C4305404","","","","18s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1705","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Change the primary chart displayed for the anchor entity","","Automation User","3/29/2019 6:00 PM",""
"T4479350","Verify baselines are being displayed around graph data","","C4305405","","","","37s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1706","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Verify the baselines are being displayed around graph data (the baselines refer to the confidence bands, which are the blue areas around the graph line).

See [Anomaly Detection Overview](https://docs.google.com/document/d/1LxUi7ooqZcWMzsYlYU2rDwPSxJgl1C4xX26XKFMXQAo) for more information on baselines and anomaly detection in Zenoss Cloud","","Automation User","3/29/2019 6:00 PM",""
"T4480577","Verify anomalies are being displayed","","C4305406","Error: Look for the 'apache_cpuLoad' metric on All Metrics Area to promote it. - Expected ""found"" but got: ""not found""","","ZING-2655","46s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1707","Smart View","","R15068","Anchor Entity","1","","Draft","Failed","Verify anonmalies are being displayed

See [Anomaly Detection Overview](https://docs.google.com/document/d/1LxUi7ooqZcWMzsYlYU2rDwPSxJgl1C4xX26XKFMXQAo) for more information on baselines and anomaly detection in Zenoss Cloud","","Automation User","3/29/2019 6:01 PM",""
"T4492880","Verify highlight metrics on all metrics section","","C5689071","","","","10s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Verify highlight metrics on all metrics section","","Automation User","3/29/2019 6:01 PM",""
"T4492887","Identify the primary metric from the all metrics section","","C5689072","","","","10s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Identify the primary metric from the all metrics section","","Automation User","3/29/2019 6:02 PM",""
"T4492937","Verify the vote value is saved","","C5689076","","","","23s","","","Y","anchor-card.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Verify the vote value is saved","","Automation User","3/29/2019 6:02 PM",""
"T4492947","Verify a metric popup with information about it","","C5689077","","","","7s","","","Y","anchor-card.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Verify a metric popup with information about it","","Automation User","3/29/2019 6:02 PM",""
"T4492900","Verify anomaly detection icon is disabled on anomalies absence","","C5689074","","","","12s","","","Y","anchor-card.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Verify anomaly detection icon is disabled on anomalies absence","","Automation User","3/29/2019 6:02 PM",""
"T4492894","Verify anomaly detection icon is enabled on anomalies presence","","C5689073","Error: Look for the 'apache_cpuLoad' metric on All Metrics Area to promote it. - Expected ""found"" but got: ""not found""","","ZING-2655","77s","","","Y","anchor-card.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Failed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Verify anomaly detection icon is enabled on anomalies presence","","Automation User","3/29/2019 6:04 PM",""
"T4492961","Maximize an anomaly from an anomaly mark","","C5689078","","","","45s","","","Y","anchor-card.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","","Smart View","","R15068","Anchor Entity","1","","Draft","Passed","Feature: Anchor card on Smart View
The user can see the entity types and graphs on an Anchor Card

Maximize an anomaly from an anomaly mark","","Automation User","3/29/2019 6:04 PM",""
"T4491238","Verify the order of Entity Types in anchor card","","C5689059","","","","5s","","","Y","smart-view.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1891","Testcases for tickets","","R15362","Test Cases","0","","Draft","Passed","When an entity is displayed in SmartView (as an anchor or a related entity), the list of types is included. We would see one or two of the most specific types instead of the whole list.","","Automation User","3/29/2019 5:57 PM",""
"T4497149","User can see the theme switch under user menu","","C5689053","","","","1s","","","Y","theme.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Themes","","R15462","Dark theme","0","","Draft","Passed","Feature: User can change theme


User can see the theme switch under user menu","","Automation User","3/29/2019 6:20 PM",""
"T4497150","User can switch to light theme","","C5689054","","","","1s","","","Y","theme.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Themes","","R15462","Dark theme","0","","Draft","Passed","","","Automation User","3/29/2019 6:20 PM",""
"T4497151","User can switch to dark theme","","C5689056","","","","1s","","","Y","theme.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Themes","","R15462","Light theme","0","","Draft","Passed","","","Automation User","3/29/2019 6:20 PM",""
"T4503122","User can see events view","","C5689115","","","","33s","","","Y","events.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Cloud Events","","R15556","Events - Smartview Display","0","","Draft","Passed","Feature: Events
User should be able to see events

User can see events view","","Automation User","2/11/2019 6:10 PM",""
"T4508377","User can add API client","","C5958558","","","","22s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

User can add API client","","Automation User","3/29/2019 5:22 PM",""
"T4508381","User can edit API client","","C5958559","","","","14s","","","Y","api-clients-management.feature"," 1","Daniel Martinez","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-2447","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

User can edit API client","","Automation User","3/29/2019 5:22 PM",""
"T4508385","User can delete API client","","C5958560","","","","11s","","","Y","api-clients-management.feature"," 1","Daniel Martinez","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-2448","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

User can delete API client","","Automation User","3/29/2019 5:22 PM",""
"T4508389","User can expand API client","","C5958561","","","","4s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

User can expand API client","","Automation User","3/29/2019 5:22 PM",""
"T4508393","User can collapse API client","","C5958562","","","","4s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

User can collapse API client","","Automation User","3/29/2019 5:23 PM",""
"T4508397","User can generate API client key","","C5958563","","","","15s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

User can generate API client key","","Automation User","3/29/2019 5:23 PM",""
"T4508401","Verify generated key was correctly saved and persists after sign-out","","C5958564","","","","20s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

Verify generated key was correctly saved and persists after sign-out","","Automation User","3/29/2019 5:23 PM",""
"T4508405","User can revoke API client key","","C5958565","","","","15s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

User can revoke API client key","","Automation User","3/29/2019 5:23 PM",""
"T4508409","Verify key creation date and creator email","","C5958566","","","","6s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

Verify key creation date and creator email","","Automation User","3/29/2019 5:24 PM",""
"T4508413","Verify user can paste copied key from clipboard","","C5958567","","","","16s","","","Y","api-clients-management.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","API Keys","0","","Draft","Passed","Feature: User can manage API keys throught the admin view where he can add
clients, generate keys, revoke keys, delete clients. signin-api-manager: Logs in user with API management role assigned

Verify user can paste copied key from clipboard","","Automation User","3/29/2019 5:24 PM",""
"T4503129","A Zenoss Cloud Manager can add a user","","C5012661","","","","14s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

A Zenoss Cloud Manager can add a user","","Automation User","3/29/2019 5:26 PM",""
"T4503130","A Zenoss Cloud Manager cannot add duplicated user","","C5581573","","","","13s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

A Zenoss Cloud Manager cannot add duplicated user","","Automation User","3/29/2019 5:26 PM",""
"T4503131","An error is displayed if password does not meet minimum requirements","","C5656310","","","","4s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1922","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

An error is displayed if password does not meet minimum requirements","","Automation User","3/29/2019 5:26 PM",""
"T4503132","A user created for one tenant cannot login to another tenant","","C5012662","","","","27s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

A user created for one tenant cannot login to another tenant","","Automation User","3/29/2019 5:27 PM",""
"T4503133","A user without a group cannot login","","C5012663","","","","26s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

A user without a group cannot login","","Automation User","3/29/2019 5:27 PM",""
"T4503134","A user with a group without a valid role assigned cannot login","","C5266681","","","","12s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

A user with a group without a valid role assigned cannot login","","Automation User","3/29/2019 5:27 PM",""
"T4503135","A user with a group with a valid role assign can login","","C5665693","","","","26s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

A user with a group with a valid role assign can login","","Automation User","3/29/2019 5:28 PM",""
"T4503136","Filter the list of users via the group filter","","C5012664","","","","11s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Filter the list of users via the group filter","","Automation User","3/29/2019 5:28 PM",""
"T4503137","Search for a user","","C5012665","","","","3s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Search for a user","","Automation User","3/29/2019 5:28 PM",""
"T4503138","Search for a non existing user","","C5581571","","","","2s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Search for a non existing user","","Automation User","3/29/2019 5:28 PM",""
"T4503139","Edit user","","C5266682","","","","21s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Edit user","","Automation User","3/29/2019 5:28 PM",""
"T4503140","Delete user","","C5581569","","","","11s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Delete user","","Automation User","3/29/2019 5:29 PM",""
"T4506614","User see confirmation dialog when closing form for user adding","","C5665592","","","","4s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1800","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

User see confirmation dialog when closing form for user adding","","Automation User","3/29/2019 5:29 PM",""
"T4506618","Verify user basic information","","C5689080","","","","18s","","","Y","users.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Verify user basic information","","Automation User","3/29/2019 5:29 PM",""
"T4506477","Create a group and an user to operate a Collection Zone","","C5689083","","","","13s","","","Y","users.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Create a group and an user to operate a Collection Zone","","Automation User","3/29/2019 5:29 PM",""
"T4506478","Can not add an user with an invalid email format","","C5689081","","","","5s","","","Y","users.feature"," 1","Sergio Gonzalez","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","User Management","0","","Draft","Passed","Feature: User management and permissions
User can create a user and assign

Can not add an user with an invalid email format","","Automation User","3/29/2019 5:30 PM",""
"T4503123","User cannot duplicated group","","C5230286","","","","13s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

User cannot duplicated group","","Automation User","3/29/2019 5:24 PM",""
"T4503124","User can add group with a role to an app","","C5665694","","","","11s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","Groups","0","","Draft","Passed","","","Automation User","3/29/2019 5:24 PM",""
"T4503125","User cannot duplicated group","","C5330356","","","","10s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

User cannot duplicated group","","Automation User","3/29/2019 5:25 PM",""
"T4503126","User can see group info","","C5230287","","","","3s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

User can see group info","","Automation User","3/29/2019 5:25 PM",""
"T4503127","User can edit group","","C5230288","","","","10s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

User can edit group","","Automation User","3/29/2019 5:25 PM",""
"T4503128","User can delete group","","C5230289","","","","17s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

User can delete group","","Automation User","3/29/2019 5:25 PM",""
"T4506604","Confirm the delete icon visibility","","C5665582","","","","2s","","","Y","groups.feature"," 1","Eduardo Uribe","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1902","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

Confirm the delete icon visibility","","Automation User","3/29/2019 5:25 PM",""
"T4506607","User see confirmation dialog when closing form for group adding","","C5679736","","","","3s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1800","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

User see confirmation dialog when closing form for group adding","","Automation User","3/29/2019 5:25 PM",""
"T4506605","Icon inside button should not disappear on hover","","C5665583","","","","1s","","","Y","groups.feature"," 1","Daniel Martinez","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1900","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

Icon inside button should not disappear on hover","","Automation User","3/29/2019 5:25 PM",""
"T4506606","Verify the group delete icon size","","C5665588","","","","2s","","","Y","groups.feature"," 1","","All automation (e2e + regression) on qa-long","R15067","Medium","ZING-1835","Admin","","R15557","Groups","0","","Draft","Passed","Feature: Group management
User should be able to add, edit, delete and see information to an specific group. Each group can have different setting per application.

Verify the group delete icon size","","Automation User","3/29/2019 5:25 PM",""
